A,B,C,D,E,F,G,H,I,J
三号线白云大道北地铁口 精装奶油风定制两房一厅 家电齐全送网,1880,集贤庄集贤路小区,整租,朝南,有电梯,3号线(北延段),2室1厅78平米,白云白云大道北 集贤路77-139号,https://gz.zu.anjuke.com/fangyuan/3686659650118669?isauction=2&shangquan_id=11568&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYOn1KbPj6WPBYvPhm1sHwWPvEVrjwhPidBPvRbnWI6uhNQujTKPHNdnWNQrHmkrHDYnHcKTHnvrjmvPHbvPHTQnH9vPWbKnHTYnjTKrjnknTDQsjDkTHnKnH0zPj0vPWNvnjn3PTD1PE7AEzdEEzdKib_VOlXxOCB4sXhehrB8Gryc-SB6Jrh6VEDQTHDKTiYQTEDQrjc3n1m3P1TOrjbdn10zrjTkTHmKTHDKPH0vnHuWPWDVn10zriYYnHNYsyD1uWcVuhDznhP6mHbdujn3THD3nW91PW9LnjbOn1nQn10OnWTKnH9zrjnvrj0krHbYrH9Orj0dn9DKnikQnTDKTEDVTEDKTED3sWD1Pa3OPi3znWmKnTDkTEDQsjDQTgVqTHDknjnvTHDknjDvPWEKryRWnj-BmHcVuWcOPBYYPADzsHbLrHcVryRbrHDdrAmkmh7BTEDYTEDKnTD1sjDvPHb_nHDdPW9KnE78IyQ_TynYuWN1m1RBPjTduANOuWN&lego_tid=9ec09ba2-f296-44a2-9792-9ed9158f0bab&psid=933d1722ba71b81c3a0a0441ab0ebb5f
江夏近地铁 民水电 东一街小区 路边 一房一厅,1580,江夏东一街自建房,整租,朝南,有电梯,2号线,1室1厅50平米,白云江夏 江夏东一街,https://gz.zu.anjuke.com/fangyuan/3686376959205385?isauction=2&shangquan_id=21901&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYOn1KbPj6WPBYvPhm1sHwWPvEVrjwhPidBPvRbnWI6uhNQujTKnHTznjT1P1mkPH03nHDYTED1PW9vn10vrHNOnWTdn19dTHbOnjTKP1bknTDQsjDkTHnKnH0zPj0vPWNvnjn3PTD1P97AEzdEEzdKib_VOlXxOCB4sXhehrB8Gryc-SB6Jrh6VEDQTHDKTiYQTEDQrjc3nWbYP1DdnWcdP1D3P19YTHmKTHDKuAczuWnLPyDVP1bOPBYYmHmQsyDvrjTVujmQm1TQnW6BnjbOTHD3nW9zrHELnHNzP1D3PW9YnHmKnH9zrjcOPj0QPHcLPWTOnHnOnkDKnikQnTDKTEDVTEDKTED3sWD1Pa3OPi3znWmKnTDkTEDQsjDQTgVqTHDknjnvTHDknjDvPWEKPyR-ujEzPW9VPWwhnzYYPjbdsH-hPyEVPvcOrAE3PW76nW0LTEDYTEDKnTD1sjDvPHb_nWDOnjDKnE78IyQ_THNOPjw6uhnOn1EOuAwhujb&lego_tid=5eed4268-64f3-4495-9f5d-7b98d861a277&psid=933d1722ba71b81c3a0a0441ab0ebb5f
紧邻地铁站 阳光房 家私齐全 拎包入住 心动点我看房,800,夏埔村,整租,朝东,13号线,,1室0厅25平米,增城新塘 水南大道东,https://gz.zu.anjuke.com/fangyuan/3477314677007364?isauction=2&shangquan_id=6526&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYOn1KbPj6WPBYvPhm1sHwWPvEVrjwhPidBPvRbnWI6uhNQujTKP1mYPH0OPWDkPWD1rj0KTHnYP101nHEvP10knj01PWEKnHTznjTKrjcknTDQsjDkTHnKnH0zPj0vPWNvnjn3PTD1Pk7AEzdEEzdKib_VOlXxOCB4sXhehrB8Gryc-SB6Jrh6VEDQTHDKTiYQTEDQrjc3n10YnWbvrHb1PHcdP1m1THmKTHDKP1NkPH0duhNVnWNYmzYYn16BsyFbmHcVmHI6mWPWrHbduhmkTHD3nW91P1EzrH9zP1c3nH0QPHEKnH9zrjnLPjcOrjD3Pj0QnWDOnkDKnikQnTDKTEDVTEDKTED3sWD1Pa3OPi3znWmKnTDkTEDQsjDQTgVqTHDknjnvTHDknjDvPWEKrjn3ryDOPHEVmvmdnaYYPvm3sHb1njTVuhPhP1czmhwWPWwhTEDYTEDKnTD1sjmdnWE_PWNzP9DQTyOdUAkKPAELPhEdPHT1rjwWuWc3mk&lego_tid=8389a954-cf50-47f8-9300-fcf722bdc64f&psid=933d1722ba71b81c3a0a0441ab0ebb5f
六运小区现场拍摄二房一厅精装修出租,4100,体育西小区,整租,南北,1/3/5/18号线/3号线(北延段)/APM线,,2室1厅76平米,天河体育西路 体育西横街,https://gz.zu.anjuke.com/fangyuan/3671331588088836?isauction=2&shangquan_id=11436&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYOn1KbPj6WPBYvPhm1sHwWPvEVrjwhPidBPvRbnWI6uhNQujTKnHTYPjmkrHN1PH9dPj0YTED1PW0Qn1nQPH93nj93rjnvTHD1PjTkTHD1PjTkTHD_nHTKnkDQP1cYP1mvPHmkn19YTHn3TNujsRKjsN72izLMGO4hBstVlU8ml2lbOmBgl2AClpAdTHDKnEDKsHDKTHD3nW9znWnznHnYPjE3rjcYn1cKP9DKnED1uHDdPywbniYOPjcdsHEvnHnVrAPhnad-ujPbPyFWnhDYnWDKnH9zrjczn1cQn1NQPWDdnW91n9DQrjc3nWc1nWD1PjmdrjcOn10LTEDQsjDkTEDKTiYKTEDKTH98nHnYsWbdsWczP9DkTHTKTHD_nHDKXLYKnHTkn1mKnHTknHmvPT7BnA7-uyn3uad6mHnvsHE1P1EVrARWnzYknvuWnjnOuhDdmWmKTHEKTEDkTHn_nHmdPakQnHE1P9DQTyOdUAkKPHRbnH7hrAEdnHcvPyuhnE&lego_tid=b0aeec8d-aa36-4374-8ec3-03fc039fa5b6&psid=933d1722ba71b81c3a0a0441ab0ebb5f
天河区棠东小区公寓 全新家私家电拎包入住 民电 环境舒适,1980,富力天寓,整租,朝南,有电梯,21号线,1室0厅25平米,天河棠东 广棠路24-26号,https://gz.zu.anjuke.com/fangyuan/3625910870711305?isauction=2&shangquan_id=16018&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYOn1KbPj6WPBYvPhm1sHwWPvEVrjwhPidBPvRbnWI6uhNQujTKP10znHNzPWmYP193rjmKTHnvnWNOnHT3P1TLnHD1njNKnHD1rHbKrHDknTDQsjDkTHnKnH0zPj0vPWNvnjn3PTD1rE7AEzdEEzdKib_VOlXxOCB4sXhehrB8Gryc-SB6Jrh6VEDQTHDKTiYQTEDQrjc3nW9dnjEdnj01nWb1n1DzTHmKTHDKuWw-PHNzn1EVm1mvmzYYnWPWsH66uyEVP19vnjbkmHbYPWEkTHD3nW9zrjNkPjmYnHNYP1TdrHcKnH9zrjc3PHTYPWnOPjEOrHTLn9DKnikQnTDKTEDVTEDKTED3sWD1Pa3OPi3znWmKnTDkTEDQsjDQTgVqTHDknjnvTHDknjDvPWEKn1bzPvu-PHTVuhmOPaYYmWmOsyFBuWnVrH93rH-bujK6uyw6TEDYTEDKnTD1sjDvPHE_nHmknH9KnE78IyQ_THNdnjRWrHczrHEYmvwhmHc&lego_tid=3927fe50-ff94-4b69-bbf3-98899dd0aeda&psid=933d1722ba71b81c3a0a0441ab0ebb5f
六运小区里！体育西站400M独门独卫可做饭一房一厅拎包入住,3600,天河南一路小区,整租,朝南,1/3/5/18号线/3号线(北延段)/APM线,,1室1厅40平米,天河体育中心 天河南一路,https://gz.zu.anjuke.com/fangyuan/3542149723825160?isauction=2&shangquan_id=5909&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYOn1KbPj6WPBYvPhm1sHwWPvEVrjwhPidBPvRbnWI6uhNQujTKP1cYnHDLn1c1Pj0Qn1bKTHndPjcQPjbLnWn3nWNQPWTKnHELnjTKnHD3njTKnikQnTD1THDLnWELPWmdPWT1rjEKPjTKwbnVNDnVENGssXXMMSpcfzLG8OWCoJH-BFxCCpWGCUNKnEDQTEDVnEDKnH9zP10YrjTYP1EYP1DLPHDvrTDvTEDQTH93nywbuAn3sHDQmWEVPjK-radBPvDQsyFWnW7bPH6bPvRhmEDQrjcLP1E3njE3rjD3P1ckP1m3THD3nW0LPj9kPj9Lrjb1PWELn1mKTHD_nHTKTEDKsEDKTEDKra3Qn1E8rHN8nWcvTHTKnTDKnikQnE7exEDQnjT1P9DQnjTQPWmYTHczP16hrjDQsyEdnHEVPAckuBY3nj7-symznWbdrjFhuWcOP9DKPTDKTHTKnzkQPWNYsjNOnjbKnE78IyQ_TynQPycLnycLryNdn1uhm1c&lego_tid=2278f811-d514-4b0f-801e-f229582ff296&psid=933d1722ba71b81c3a0a0441ab0ebb5f
近3号线永泰地铁站，简约风超大单间商圈配套设施齐全，方便停车,1520,永干村,整租,朝南,有电梯,3号线(北延段),1室1厅40平米,白云白云大道北 元下田三路,https://gz.zu.anjuke.com/fangyuan/3673013589925900?isauction=2&shangquan_id=11568&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYOn1KbPj6WPBYvPhm1sHwWPvEVrjwhPidBPvRbnWI6uhNQujTKnHTknWmQPWckrHbkP19LTED1PW01njD1PH9OrHcdrHTkTHDkPjTkTH91njTKnikQnTD1THDLnWELPWmdPWT1rjEKPjDKwbnVNDnVENGssXXMMSpcfzLG8OWCoJH-BFxCCpWGCUNKnEDQTEDVnEDKnH9zrjc3PH01rH9YP1DvrjTkn9DvTEDQTyFhnyNQuHb1sHEOPHnVPjN1uBYOryn1sHPbuW01nHndrjE3nTDQrjc3nW9dP1nOrHczPWmdPj0zTHD3nW9zrjNLn1b3P1mdPj9vnj9KTHD_nHTKTEDKsEDKTEDKra3Qn1E8rHN8nWcvTHTKnTDKnikQnE7exEDQnjT1P9DQnjTQPWmYTHDvuH0OmhDzsyczmH9VPAEkmzd6m1DLsyDkn1PWmHKWPWD1u9DKPTDKTHTKnzkQPWNOsjDQPHm3THDKUMR_UT7-mynduWDLnvEYnvmOuH0v&lego_tid=16e79ba2-b2a8-4d0c-ac17-a033ca0c613f&psid=933d1722ba71b81c3a0a0441ab0ebb5f
天河客运站 36 号线 本地房东 电梯精装修一房一厅,1488,元岗村,整租,朝南,有电梯,3/6号线,1室1厅38平米,天河天河客运站 下元岗校前大街,https://gz.zu.anjuke.com/fangyuan/3032771847954434?isauction=2&shangquan_id=6375&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYOn1KbPj6WPBYvPhm1sHwWPvEVrjwhPidBPvRbnWI6uhNQujTKrjTvn1cOnH0QnHmLnj0KTHnkn1cLP1D3Pj0OPHEYn1EKrHbknTDOrHTkTHD_nHTKnkDQP1cYP1mvPHmkn19YTHEzTNujsRKjsN72izLMGO4hBstVlU8ml2lbOmBgl2AClpAdTHDKnEDKsHDKTHD3nW91PjbLnHNkP1DQPWEYnH0KP9DKnE7hnWndujndmzYvryNksHw6nyDVrj0OnBYdPAEknhwBuhEYujDKnH9zrjnYrH0QPHDvn1EYn1cknTDQrjc3n1EOP1DdnHcOrj0vPj9zTEDQsjDkTEDKTiYKTEDKTH98nHnYsWbdsWczP9DkTHTKTHD_nHDKXLYKnHTkn1mKnHTknHmvPT7BnWmYn19kmzdhmycOsHEzmWTVmWcOnaY3uHFbnWmOmycLnH0KTHEKTEDkTHn_nHmdPakvn10dTHDKUMR_UTDzPv7BPHnvujTOmHbzPW9O&lego_tid=b264380c-fab9-42b0-b290-8e2d269ab717&psid=933d1722ba71b81c3a0a0441ab0ebb5f
近地铁 南村万博 员岗 配套齐全大阳台光线好 拎包入住,1000,万博纷享小镇,整租,南北,有电梯,7/18号线,1室0厅30平米,番禺南村镇 兴南大道366号,https://gz.zu.anjuke.com/fangyuan/3690550457475080?isauction=2&shangquan_id=16011&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYOn1KbPj6WPBYvPhm1sHwWPvEVrjwhPidBPvRbnWI6uhNQujTKnHTzn1DdrHnznWnYnjNkTED1PWbkPHNkPjNLPj0dnj9kTHDYn1TkTHDQn1bOTHD_nHTKnkDQP1cYP1mvPHmkn19YTHE1TNujsRKjsN72izLMGO4hBstVlU8ml2lbOmBgl2AClpAdTHDKnEDKsHDKTHD3nW9zPjcdrHnzPj0YrjNOPHcKP9DKnEDdmhEdrAFBraYLPhnOsHEQPynVmWTdradBPvcLmWNduAnvuWnKnH9zrjcYnWNOn1n1PHN1P1mvPTDQrjc3nWEzPHb1n1TvnHmdnWEOTEDQsjDkTEDKTiYKTEDKTH98nHnYsWbdsWczP9DkTHTKTHD_nHDKXLYKnHTkn1mKnHTknHmvPTD1uWbvujF6PidbPH-BsHEkPWcVmhuWPBYLmHNYn16BrH--PhnKTHEKTEDkTHn_nHmvnBkQPWTQnEDQTyOdUAkKuHNQn1cvnvc1mhEdmhR-rE&lego_tid=3f96d2a5-d59b-4062-bfc6-7a5438b99e6c&psid=933d1722ba71b81c3a0a0441ab0ebb5f
整租|广州地铁三号线永泰无遮挡落地窗大单间家私家电齐全采光好,800,永泰村,整租,朝南,有电梯,3号线(北延段),1室0厅36平米,白云永泰 永康路,https://gz.zu.anjuke.com/fangyuan/3614487371523074?isauction=2&shangquan_id=6742&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYOn1KbPj6WPBYvPhm1sHwWPvEVrjwhPidBPvRbnWI6uhNQujTKrHmQnHbdnjEOnHNYrjbKTHnvnHEYrj01P1DdnWnkP1EKnHDzrH9KrHTknTDQsjDkTHnKnH0zPj0vPWNvnjn3PTDYPT7AEzdEEzdKib_VOlXxOCB4sXhehrB8Gryc-SB6Jrh6VEDQTHDKTiYQTEDQrjc3n1mznW9QPjEdnjDdPHN1THmKTHDKmvE1uW01nWnVP1PbnzYYuhc1sH9OPADVmvNkrjI-PjmQmHNLTHD3nW91PWczrjDdnWELnHNdnWDKnH9zrjnvnWc3nHNkP1b1njDQn9DKnikQnTDKTEDVTEDKTED3sWD1Pa3OPi3znWmKnTDkTEDQsjDQTgVqTHDknjnvTHDknjDvPWEKnWNQmHNLmWTVnANvuiYYmvEQsy7BrjEVnvczPyEznyEknAm1TEDYTEDKnTD1sjDvPHb_PW0Yn9DQTyOdUAkKuWwbP1KhP1K6uHT1myuBPk&lego_tid=251a57b0-0e6e-4cd1-ab84-3b25d21d00f3&psid=933d1722ba71b81c3a0a0441ab0ebb5f
整租永旺旁精装复式一房一厅，楼龄新交通便利，超高性价比,1200,时代风华(商住楼),整租,朝北,有电梯,,1室1厅33平米,增城新塘 荔新十二路101号,https://gz.zu.anjuke.com/fangyuan/3560724995548170?isauction=2&shangquan_id=6526&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYOn1KbPj6WPBYvPhm1sHwWPvEVrjwhPidBPvRbnWI6uhNQujTKnHNOnW9YrjT3nj9YPHNKTHndPWTLnWEOrHNdPj9QP1TKnHTznjTKnHTznjTKnikQnTD1THDLnWELPWmdPWT1rjEKPjNKwbnVNDnVENGssXXMMSpcfzLG8OWCoJH-BFxCCpWGCUNKnEDQTEDVnEDKnH9zrjnLPj0znW0Onj93n1n1nTDvTEDQTymQmhDvnWD1sHRhnHbVPANQmiY3PhDvsyFBPAEzrjN3uW93n9DQrjc3n10YP1czrj0kPH0dnHTdTHD3nW91P1ELnWcOnj91nHDdPHcKTHD_nHTKTEDKsEDKTEDKra3Qn1E8rHN8nWcvTHTKnTDKnikQnE7exEDQnjT1P9DQnjTQPWmYTHR6uHTvPhuBsHnLn1cVPjI6naY3uyuBsH6Wm1czmhFBnWcQnEDKPTDKTHTKnzkvPHcYsjmdnWmKnE78IyQ_THNYmyu-PhDvnjb1PWwbmHN&lego_tid=5ae066fb-3732-47a0-8efb-8cc22bbb2211&psid=933d1722ba71b81c3a0a0441ab0ebb5f
近3号线永泰地铁站，不走巷子采光充足精装修超大单间，民水民电,1600,福泰轩,整租,朝南,有电梯,3号线(北延段),1室1厅40平米,白云永泰 福泰东路1-1号,https://gz.zu.anjuke.com/fangyuan/3675190738771969?isauction=2&shangquan_id=6742&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYOn1KbPj6WPBYvPhm1sHwWPvEVrjwhPidBPvRbnWI6uhNQujTKnHTknWmQPWckrHbkP19LTED1PW0dnHbkP1n3P10QrHmOTHDQnWb3THbknjTKnikQnTD1THDLnWELPWmdPWT1rjEKPjmKwbnVNDnVENGssXXMMSpcfzLG8OWCoJH-BFxCCpWGCUNKnEDQTEDVnEDKnH9zrjc3PHEdPH9knjNQPWmkrEDvTEDQTHw-nWIbmHNvsH0QrycVPjw-PzYOuAR-sHI6m1KBPWwWmh76PTDQrjc3nW9dPjNdrj9knWTYnW9OTHD3nW9zrjNYPHN3PHbzPjTOPWDKTHD_nHTKTEDKsEDKTEDKra3Qn1E8rHN8nWcvTHTKnTDKnikQnE7exEDQnjT1P9DQnjTQPWmYTyP-ujEduW7WsHbvnj0VPjmkuid6PHcYsHndPAFbuANknhEQuTDKPTDKTHTKnzkQPWNOsjmLPjcKnE78IyQ_TH9OuyD3uAEOnhmznj6WmhE&lego_tid=ced45f1c-9607-460e-a524-354bdde02d1d&psid=933d1722ba71b81c3a0a0441ab0ebb5f
广州租房六号线，21号线近科学城神州路，单间，一房两房不短租,1580,柯木塱塘石三街自建房,整租,朝南,有电梯,6号线,1室1厅42平米,天河柯木塱 柯木塱塘石三街二巷2号,https://gz.zu.anjuke.com/fangyuan/3658179373375490?isauction=2&shangquan_id=12993&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYOn1KbPj6WPBYvPhm1sHwWPvEVrjwhPidBPvRbnWI6uhNQujTKrH0QP10kn1DOPjTvnHEKTHnvPH9QP1b1P1n1P1NYrHTKrHbknTDLrHTkTHD_nHTKnkDQP1cYP1mvPHmkn19YTHELTNujsRKjsN72izLMGO4hBstVlU8ml2lbOmBgl2AClpAdTHDKnEDKsHDKTHD3nW91nW0Onjmkn1mLPjTkrHmKP9DKnE7bujNQnWwWPBdhryN3sHELPHNVmH9kPiYYrjF6PAwbmWPbnAEKnH9zrjnzP1bkPWDzrjbOrjEknEDQrjc3n1cLrHTvnHDznWmvnWE1TEDQsjDkTEDKTiYKTEDKTH98nHnYsWbdsWczP9DkTHTKTHD_nHDKXLYKnHTkn1mKnHTknHmvPTDduAndnWTLnzYOrywWsHE1PynVmW66PzYQuhu6rAnYmHDYm1TKTHEKTEDkTHn_nHmdPakQnWbOnkDQTyOdUAkKPyELuAubPWuBuyD1m1TOnT&lego_tid=5dc52073-99dc-435c-b8a7-1ffa8c4a14c0&psid=933d1722ba71b81c3a0a0441ab0ebb5f
智慧城地铁站附近，精装修房，楼下吃喝，交通便利，拎包即可入住,1880,小新塘大未来,独立单间,合租,朝南,有电梯,1室0厅45平米,天河小新塘 新泰街,https://gz.zu.anjuke.com/fangyuan/3367853372776451?isauction=2&shangquan_id=6382&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYOn1KbPj6WPBYvPhm1sHwWPvEVrjwhPidBPvRbnWI6uhNQujTKrHD1PjTzrj9vn1NOn1cKTHn1PW03PHn1P1cLP1mYPHDKP1NknTDvnjTkTHD_nHTKnkDQP1cYP1mvPHmkn19YTHE3TNujsRKjsN72izLMGO4hBstVlU8ml2lbOmBgl2AClpAdTHDKnEDKsHDKTHD3nW91rjTOn1D3rjn1nW0YrjbKP9DKnED1PhmvPynznBd-ryuhsHw6rj9VmhNvuid6mHbQPyNdnHK6m1nKnH9zrjn3njb1nHbvn1TQnHTLn9DQrjc3n19krHnQrHNYPWm1PjcdTEDQsjDkTEDKTiYKTEDKTH98nHnYsWbdsWczP9DkTHTKTHD_nHcKXLYKnHTkn1mKnHTknHmvPTDvn1mYuhP6PiY3mywWsHEQryNVrj9vPzdWuHmOP1NLPjEYujDKTHEKTEDkTHn_nHmdPakvn19zTHDKUMR_UTDknHcLnH0dPW0vP19YnyFh&lego_tid=6364fca5-8adc-419e-8867-ce69757444d1&psid=933d1722ba71b81c3a0a0441ab0ebb5f
拎包入住随时可以看房,1800,碧桂园城市花园,整租,朝南,有电梯,21号线,3室2厅125.9平米,增城朱村 朱村街,https://gz.zu.anjuke.com/fangyuan/3686814123484163?isauction=2&shangquan_id=27723&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYOn1KbPj6WPBYvPhm1sHwWPvEVrjwhPidBPvRbnWI6uhNQujTKP1bdPHc1n1NQPH0zP1NKTHnvrjm3nHEQnWnYrjEQPWnKnHTvnjTKnHTvnjTKnikQnTD1THDLnWELPWmdPWT1rjEKPjbKwbnVNDnVENGssXXMMSpcfzLG8OWCoJH-BFxCCpWGCUNKnEDQTEDVnEDKnH9zrjn1nHc3P1b3n10YnWbLPkDvTEDQTynQnhmduHFWsHKhmWTVPjEQnzYOmvRWsycvPj7-ryw6PHNQmkDQrjc3n1nQnW93njNOnWEYPHEdTHD3nW91n1Dzrj9knWNvP103nWEKTHD_nHTKTEDKsEDKTEDKra3Qn1E8rHN8nWcvTHTKnTDKnikQnE7exEDQnjT1P9DQnjTQPWmYTHbduhn3PWmksy7-nvNVPADYPzd6PAP-sHNzPyDLnhcOuAcduTDKPTDKTHTKnzkvPHcYsjcLP1c1THDKUMR_UT76njEYn1DdP1mzujE1rAF-&lego_tid=95fc8660-ae3e-4a47-a4ce-525a72b9db5d&psid=933d1722ba71b81c3a0a0441ab0ebb5f
!!红星 近地铁 民水民电  温馨房间 明亮户型 近大型商场,536,红星路84号小区,整租,朝南,8号线,,1室1厅35平米,白云石井 红星路84号,https://gz.zu.anjuke.com/fangyuan/3675349335449602?isauction=2&shangquan_id=6425&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYOn1KbPj6WPBYvPhm1sHwWPvEVrjwhPidBPvRbnWI6uhNQujTKnHTkP1mznWT3PWcLnWmdTED1PW0dn1EOn1ndPjEOPWTzTHbOnjTKP1bknTDQsjDkTHnKnH0zPj0vPWNvnjn3PTDdnT7AEzdEEzdKib_VOlXxOCB4sXhehrB8Gryc-SB6Jrh6VEDQTHDKTiYQTEDQrjc3nWNkPHEdPH0zn1nOP1DzTHmKTHDKP1bOnj6WuHnVuHbkmiYYmH-WsH6WPhEVmhFbPjTQnvEYryE1THD3nW9zPHTdPjm3rjNQPWTOPWTKnH9zrjcdnjNYPW9dPH03PjEYrEDKnikQnTDKTEDVTEDKTED3sWD1Pa3OPi3znWmKnTDkTEDQsjDQTgVqTHDknjnvTHDknjDvPWEKrynQmHuBmyDVnyNQPaYYrynYsyc1PjNVnvwWnWD1mvEkPWnOTEDYTEDKnTD1sjDvPHb_PWEzPEDQTyOdUAkKmWPWPyw-PHD3rHN3mWRBPE&lego_tid=9c1a6baa-1e14-49c4-b345-3dc213cd0639&psid=933d1722ba71b81c3a0a0441ab0ebb5f
6 号线柯木塱 阳光大单间 价格实惠 空气清新,890,柯木塱新元大街小区,整租,南北,6号线,,1室0厅30平米,天河柯木塱 新元大街二巷3-3号,https://gz.zu.anjuke.com/fangyuan/3679489564023809?isauction=2&shangquan_id=12993&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYOn1KbPj6WPBYvPhm1sHwWPvEVrjwhPidBPvRbnWI6uhNQujTKPWczrjnYrj9LPjcvP1cKTHnvP1bYrjbdPWEknWn3njbKrHbknTDLrHTkTHD_nHTKnkDQP1cYP1mvPHmkn19dTHNQTNujsRKjsN72izLMGO4hBstVlU8ml2lbOmBgl2AClpAdTHDKnEDKsHDKTHD3nW9Ynjc1PWN3P1b3PH0QPHnKP9DKnEDzuy7BnHEOuaYOP1NOsHwBrjDVrH7hniY3rj9vPyu6uWmdP1nKnH9zrjEknWnvPHbvP1bYnHm1nkDQrjc3PjTzn1mdrHnYn1bQnWbvTEDQsjDkTEDKTiYKTEDKTH98nHnYsWbdsWczP9DkTHTKTHD_nHDKXLYKnHTkn1mKnHTknHmvPTD3m1cdPj0kuBYzuhcksHEYP1NVmWNOPadBPWcOn1P-nWE3uHTKTHEKTEDkTHn_nHmdPakQnWbOnkDQTyOdUAkKmH-BnWc1uHcOnyw-PWTvn9&lego_tid=8c25470f-2fb0-4475-b594-b62933e248e0&psid=933d1722ba71b81c3a0a0441ab0ebb5f
6 号线柯木塱 电梯精装阳台一房一厅 ，家电齐全 拎包入住,1300,柯木塱新村东街自建房,整租,南北,6号线,,1室0厅46平米,天河柯木塱 柯木塱新村东街一巷5-3号,https://gz.zu.anjuke.com/fangyuan/3675320408169484?isauction=2&shangquan_id=12993&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYOn1KbPj6WPBYvPhm1sHwWPvEVrjwhPidBPvRbnWI6uhNQujTKPWczrjnYrj9LPjcvP1cKTHnvP1N1nWTYnj9QPWbYrjEKrHbknTDLrHTkTHD_nHTKnkDQP1cYP1mvPHmkn19dTHNzTNujsRKjsN72izLMGO4hBstVlU8ml2lbOmBgl2AClpAdTHDKnEDKsHDKTHD3nW9zrHDvnWT3PjE1rj91PHcKP9DKnEDkrH-hP16bPzYOnHcksHEvrj0VmW93nidbnjE1nWN1nHIhnhnKnH9zrjcOnHmznjbQrH93rHbznEDQrjc3nWbQPWckrjb3rHDknWT3TEDQsjDkTEDKTiYKTEDKTH98nHnYsWbdsWczP9DkTHTKTHD_nHDKXLYKnHTkn1mKnHTknHmvPTDknywbmHDzniYvuHP-sHw-rjNVrycznaYYujw-mW9Ym1uWPWEKTHEKTEDkTHn_nHmdPakQnWbOnkDQTyOdUAkKmhE3my7WnjPBPjmznW-BPE&lego_tid=01dda121-6e3e-4e85-9b20-4d4eb84c6c64&psid=933d1722ba71b81c3a0a0441ab0ebb5f
