A,B,C,D,E,F,G,H,I,J
广州14号线新和站精装修单间出租，交通便利，周边生活设施齐全,900,钟落潭新和村,整租,朝南,有电梯,14号线/14号线(知识城线),1室0厅30平米,白云九佛 钟落潭新村㘵丁街33号,https://gz.zu.anjuke.com/fangyuan/3688545967610882?isauction=2&shangquan_id=6431&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKrH0OrH93PjckrHDLrHcKTHnvrj9dPjNOPW0vnHT3rjcKrHbknTDOrHTkTHD_nHTKnkDQP1cYP1mLPjczP1EYTHnQTNujsRKjsN72izLMGO4hBstVlU8ml2lbOmBgl2AClpAdTHDKnEDKsHDKTHD3nW91n1NOnW9Onjb3nHN3nj9KP9DKnEDOPhw-n1PBuBYQPj76sHw6nANVmW9vuiYzPjnOPWT1uWc3PHTKnH9zrjn1PHbzrjbOn101PjmdPkDQrjc3n1ndrHc3rH0zP1nkn1mOTEDQsjDkTEDKTiYKTEDKTH98nHnYsWbdsWczP9DkTHTKTHD_nHDKXLYKnHTkn1mKnHTknHmvPTDQnWDkuHmOPaYkuhP6sHE3nWEVmHu-Pid-nyD1mWT1nym1PycKTHEKTEDkTHn_nHmdrikvPjnQTHDKUMR_UT7BPAu-ujmkmhD1mh76ujmQ&lego_tid=1210e694-0fca-4824-a6e5-e1a3b031f35b&psid=6fd4e1a5192a4d36b65a104de2c3b702
近永泰地铁站100M，不走巷子采光充足，温馨超大单间领包入住,1600,永干村,整租,朝南,有电梯,3号线(北延段),1室1厅40平米,白云白云大道北 元下田三路,https://gz.zu.anjuke.com/fangyuan/3673008956268552?isauction=2&shangquan_id=11568&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKnHTknWmQPWckrHbkP19LTED1PW01njT3rHNvnWm3PHNzTHDkPjTkTH91njTKnikQnTD1THDLnWELPW0YnWcLPjEKn1cKwbnVNDnVENGssXXMMSpcfzLG8OWCoJH-BFxCCpWGCUNKnEDQTEDVnEDKnH9zrjc3PHnLP1mknHbznHTzP9DvTEDQTywhnWRBmWc3sH6bPWEVPj0dPiY3nhmYsyPBP1K-nWEYuhnYrEDQrjc3nW9dn10LPWNznWmkrjmvTHD3nW9zrjN1P10vnW0krHNkPjDKTHD_nHTKTEDKsEDKTEDKra3Qn1E8rHN8nWcvTHTKnTDKnikQnE7exEDQnjT1P9DQnjTQPWmYTyEzmvcQrHwbsHNYmycVPjFbniYOPvNQsH7-uH9LPjn3rjKbmEDKPTDKTHTKnzkQPWNOsjDQPHm3THDKUMR_UTDkryw6uWb1PhEdrjnOnAPb&lego_tid=d2cb194d-54ab-42d1-97e1-1ee8743880da&psid=6fd4e1a5192a4d36b65a104de2c3b702
盈彩美居 刚出炉 两房 家私家电齐全 拎包入住  等您来看,4000,盈彩美居,整租,朝南,有电梯,5号线,2室2厅85平米,天河东圃 盈溪路,https://gz.zu.anjuke.com/fangyuan/3690640497991689?isauction=2&shangquan_id=2695&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKnHTYnWbLP1TLrj91n1nQTED1PWbkPWEkPjbLrHbQPW9OTHDQrHTkTHDQrHTkTHD_nHTKnkDQP1cYP1mLPjczP1EYTHn1TNujsRKjsN72izLMGO4hBstVlU8ml2lbOmBgl2AClpAdTHDKnEDKsHDKTHD3nW91PWnOrHbkPHEYPH93rjDKP9DKnE7hPWbvmWwBPid6uyu-sHwhnvNVmHFhnBYYPAP-PH9vuHNkrHEKnH9zrjnvn1bOrHDYPW0zPHnLP9DQrjc3n1m1rHbOnHD1nWTLrjDzTEDQsjDkTEDKTiYKTEDKTH98nHnYsWbdsWczP9DkTHTKTHD_nHDKXLYKnHTkn1mKnHTknHmvPTDdrywWPW76PBYYPhcvsHEdnWEVmHnQPid-uWEkm1NQrHDvnWcKTHEKTEDkTHn_nHmdPakzPWbdTHDKUMR_UTDQnWb1njTYnAnQujb3nhRb&lego_tid=59dc61a6-46b6-4524-a315-ef40c5191622&psid=6fd4e1a5192a4d36b65a104de2c3b702
7号线万博附近  全新精装 大阳台 南北通透 价格实惠,800,兴南大道143-169号自建房,整租,南北,有电梯,7/18号线,1室0厅35平米,番禺万博 兴南大道143-169号,https://gz.zu.anjuke.com/fangyuan/3687701086102528?isauction=2&shangquan_id=2721&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKnHT1rjNvnHDkPWDkP1NdTED1PW9LP1TQnj9vnHTzPHc3THDvnWb3THD1njTkTHD_nHTKnkDQP1cYP1mLPjczP1EYTHnYTNujsRKjsN72izLMGO4hBstVlU8ml2lbOmBgl2AClpAdTHDKnEDKsHDKTHD3nW9zPjm1PW9Lnj9zrj9dnHEKP9DKnED1uAm1uH0LuBYkmHEQsHEdP19VrjE3nzYOP193nWDOuhn1ujDKnH9zrjcYPWnvrj03n103PHb3PEDQrjc3nWEvn1m3P1mzrjDYPjmdTEDQsjDkTEDKTiYKTEDKTH98nHnYsWbdsWczP9DkTHTKTHD_nHDKXLYKnHTkn1mKnHTknHmvPT7hmhNLPhRBnzY1nyF-sHwBrycVmW-hniYzmhcYmW6buy7BrADKTHEKTEDkTHn_nHmvnBkzP1cQTHDKUMR_UT7WPj-hnWIWrAu6rADYnHmv&lego_tid=fbe76eb3-31be-4b9b-b9f1-2bb4b8deab8a&psid=6fd4e1a5192a4d36b65a104de2c3b702
一房两房直租 实拍直租 限时免租1月 拎包入住,1598,白云长红村,整租,朝南,有电梯,,2室1厅60平米,白云龙归 长湴工业街,https://gz.zu.anjuke.com/fangyuan/3155962495099908?isauction=2&shangquan_id=6435&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKPjEzPHD1Pj9LrHDkPHnKTHnQPHNOPWcYrHNkrHbOnj9KnHDQnjTKrjbknTDQsjDkTHnKnH0zPj0vP1EznW0YPTD1PE7AEzdEEzdKib_VOlXxOCB4sXhehrB8Gryc-SB6Jrh6VEDQTHDKTiYQTEDQrjcLn10OnjNLrjczPH9kP1nvTHmKTHDKnynzPH-hm1TVuWIWPzYYuAwWsyDLrH9VmvmzPHTvuWwWPHcvTHD3nW01P1bkPHbknH0OPWbvPWmKnH9zP1nLrHTdrHTkPHnLPjEvPTDKnikQnTDKTEDVTEDKTED3sWD1Pa3OPi3znWmKnTDkTEDQsjDQTgVqTHDknjnvTHDknjDvPWEKmHTkujTzm1DVPH7-PiYYnvcQsHbOmHTVrHbLnHIWPjn1PjmOTEDYTEDKnTD1sjDvPHb_PWE1PEDQTyOdUAkKmWFhPjPbPWKBrjmQnHb1Pk&lego_tid=a00d02c1-51e5-43b1-99a0-99717c433469&psid=6fd4e1a5192a4d36b65a104de2c3b702
三溪 盈彩美居 好两房 真皮沙发 中楼层 视野好 阳光充足,4300,盈彩美居,整租,朝南,有电梯,5号线,2室2厅82.4平米,天河东圃 盈溪路,https://gz.zu.anjuke.com/fangyuan/3690628967586819?isauction=2&shangquan_id=2695&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKnHTYnWbLP1TLrj91n1nQTED1PWbkPWc3rHmLPH9vrjDOTHDQrHTkTHDQrHTkTHD_nHTKnkDQP1cYP1mLPjczP1EYTHnvTNujsRKjsN72izLMGO4hBstVlU8ml2lbOmBgl2AClpAdTHDKnEDKsHDKTHD3nW91PWEznjmYnWT3PjTYPj9KP9DKnEDkPW7bnhmvmiYQujDdsHEkuHbVmyFWmBYdPHckmHTznWwhmvcKnH9zrjnvPjckPWE3P1b3PWDLP9DQrjc3n1mYnWTvPj0dn1mvPjTkTEDQsjDkTEDKTiYKTEDKTH98nHnYsWbdsWczP9DkTHTKTHD_nHDKXLYKnHTkn1mKnHTknHmvPTDvm17Bryn3PaY3rynLsHwWPvcVrAmQPaYvPhczPHNdnHw-rH9KTHEKTEDkTHn_nHmdPakzPWbdTHDKUMR_UTD3PHFhnjnOPhw6njEOrADY&lego_tid=6c1b9c84-89c7-4c7b-8f14-66b255514e98&psid=6fd4e1a5192a4d36b65a104de2c3b702
紧邻地铁站 阳光房 家私齐全 拎包入住 心动点我看房,800,夏埔村,整租,朝东,13号线,,1室0厅25平米,增城新塘 水南大道东,https://gz.zu.anjuke.com/fangyuan/3477314677007364?isauction=2&shangquan_id=6526&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKP1mYPH0OPWDkPWD1rj0KTHnYP101nHEvP10knj01PWEKnHTznjTKrjcknTDQsjDkTHnKnH0zPj0vP1EznW0YPTD1Pk7AEzdEEzdKib_VOlXxOCB4sXhehrB8Gryc-SB6Jrh6VEDQTHDKTiYQTEDQrjc3n10YnWbvrHb1PHcdP1m1THmKTHDKnj0QujbvmvnVnvDLuiYYuHDQsH--PvEVPH-buywbm17WmhnLTHD3nW91P1EzrH9zP1c3nH0QPHEKnH9zrjnLPjcOrjD3Pj0QnWDOnkDKnikQnTDKTEDVTEDKTED3sWD1Pa3OPi3znWmKnTDkTEDQsjDQTgVqTHDknjnvTHDknjDvPWEKrjmOnHnkPyEVuAEQraYYujcOsH-Wm19VP1m1n1EOnH0vPH91TEDYTEDKnTD1sjmdnWE_PWNzP9DQTyOdUAkKPj9Lmhu6uWD1rHw6nH7hPT&lego_tid=8691305d-dd18-4d29-9cc8-763349176583&psid=6fd4e1a5192a4d36b65a104de2c3b702
三号线白云大道北地铁口 精装奶油风定制两房一厅 家电齐全送网,1880,集贤庄集贤路小区,整租,朝南,有电梯,3号线(北延段),2室1厅78平米,白云白云大道北 集贤路77-139号,https://gz.zu.anjuke.com/fangyuan/3686659650118669?isauction=2&shangquan_id=11568&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKPHNdnWNQrHmkrHDYnHcKTHnvrjmvPHbvPHTQnH9vPWbKnHTYnjTKrjnknTDQsjDkTHnKnH0zPj0vP1EznW0YPTD1rT7AEzdEEzdKib_VOlXxOCB4sXhehrB8Gryc-SB6Jrh6VEDQTHDKTiYQTEDQrjc3n1m3P1TOrjbdn10zrjTkTHmKTHDKPAPWrHu-rHEVPWbduBYYPhwWsH66mWbVnWn1nj6-myEQrH6hTHD3nW91PW9LnjbOn1nQn10OnWTKnH9zrjnvrj0krHbYrH9Orj0dn9DKnikQnTDKTEDVTEDKTED3sWD1Pa3OPi3znWmKnTDkTEDQsjDQTgVqTHDknjnvTHDknjDvPWEKrjDvmH0dPHcVryc1PaYYuhDQsH9vPjTVuAnQrjmkmvN3rAnOTEDYTEDKnTD1sjDvPHb_nHDdPW9KnE78IyQ_TyFWryubPWT3PH7hPjFWnWT&lego_tid=816a7552-9b34-4fa1-8640-dc1860ce88c9&psid=6fd4e1a5192a4d36b65a104de2c3b702
江夏近地铁 民水电 东一街小区 路边 一房一厅,1580,江夏东一街自建房,整租,朝南,有电梯,2号线,1室1厅50平米,白云江夏 江夏东一街,https://gz.zu.anjuke.com/fangyuan/3686376959205385?isauction=2&shangquan_id=21901&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKnHTznjT1P1mkPH03nHDYTED1PW9vn10vrHNOnWTdn19dTHbOnjTKP1bknTDQsjDkTHnKnH0zPj0vP1EznW0YPTD1rE7AEzdEEzdKib_VOlXxOCB4sXhehrB8Gryc-SB6Jrh6VEDQTHDKTiYQTEDQrjc3nWbYP1DdnWcdP1D3P19YTHmKTHDKnyN3Pvmdn1DVnH93PzYYPWmLsH9znWTVnyw6rHDzuH01mHF-THD3nW9zrHELnHNzP1D3PW9YnHmKnH9zrjcOPj0QPHcLPWTOnHnOnkDKnikQnTDKTEDVTEDKTED3sWD1Pa3OPi3znWmKnTDkTEDQsjDQTgVqTHDknjnvTHDknjDvPWEKuhubrH93ujmVnWNvuBYYPAmksycOPWNVPW-bnH-WrHPhrHN1TEDYTEDKnTD1sjDvPHb_nWDOnjDKnE78IyQ_THbzuAw6myD1nWFWn1Eznj0&lego_tid=ffd988d6-256f-44f0-b965-69d19c93f953&psid=6fd4e1a5192a4d36b65a104de2c3b702
柯木塱火炉山，凤凰汇附近，大一房一厅，配置齐全，交通方便,1500,柯木塱背坪拾排街自建房,整租,朝南,6号线,,1室1厅35平米,"天河柯木塱 背坪拾排街27号,77号",https://gz.zu.anjuke.com/fangyuan/3668097199004675?isauction=2&shangquan_id=12993&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKnHTkP1TkPjnQrH9LP103TED1PWm3njbLnHbOnjTYPW0dTHbOnjTKrHbknTDQsjDkTHnKnH0zPj0vP1EznW0YPTDYnT7AEzdEEzdKib_VOlXxOCB4sXhehrB8Gryc-SB6Jrh6VEDQTHDKTiYQTEDQrjc3nWmYPHDLnWcvP19vrjDvTHmKTHDKPjb1nj9LnAmVnyP-miYYnHNOsH-bPWnVmhmYnyuhnyNkP1IbTHD3nW9zPWEdnH01njmYrjcvrHTKnH9zrjcvPjNQP1cvrj0zPH0vnEDKnikQnTDKTEDVTEDKTED3sWD1Pa3OPi3znWmKnTDkTEDQsjDQTgVqTHDknjnvTHDknjDvPWEKmvmOmywBuyNVmvn1mBYYnjmdsy7-uycVm16hPAEYrH6bn1TzTEDYTEDKnTD1sjDvPHE_nHcOrHnKnE78IyQ_TH-6rARhujFWm10zmHNQujE&lego_tid=cf9adbee-cc3b-4065-aeeb-c8f4d498d302&psid=6fd4e1a5192a4d36b65a104de2c3b702
天河区棠东小区公寓 全新家私家电拎包入住 民电 环境舒适,1980,富力天寓,整租,朝南,有电梯,21号线,1室0厅25平米,天河棠东 广棠路24-26号,https://gz.zu.anjuke.com/fangyuan/3625910870711305?isauction=2&shangquan_id=16018&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKP10znHNzPWmYP193rjmKTHnvnWNOnHT3P1TLnHD1njNKnHD1rHbKrHDknTDQsjDkTHnKnH0zPj0vP1EznW0YPTDYnE7AEzdEEzdKib_VOlXxOCB4sXhehrB8Gryc-SB6Jrh6VEDQTHDKTiYQTEDQrjc3nW9dnjEdnj01nWb1n1DzTHmKTHDKPHmkmHNOP1cVPvnznzYYrjDzsy7bPj9VuHDkuH7bPvu6PvRBTHD3nW9zrjNkPjmYnHNYP1TdrHcKnH9zrjc3PHTYPWnOPjEOrHTLn9DKnikQnTDKTEDVTEDKTED3sWD1Pa3OPi3znWmKnTDkTEDQsjDQTgVqTHDknjnvTHDknjDvPWEKnWc3n1I-mWNVPHNzriYYPHDQsyFBryNVm1mvP1uBPA7Wn1DkTEDYTEDKnTD1sjDvPHE_nHmknH9KnE78IyQ_Tyu-njF-mvwBuhnvPyuBmvn&lego_tid=22837eb5-5529-4511-bb9e-c6676b4ac310&psid=6fd4e1a5192a4d36b65a104de2c3b702
六运小区现场拍摄二房一厅精装修出租,4100,体育西小区,整租,南北,1/3/5/18号线/3号线(北延段)/APM线,,2室1厅76平米,天河体育西路 体育西横街,https://gz.zu.anjuke.com/fangyuan/3671331588088836?isauction=2&shangquan_id=11436&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKnHTYPjmkrHN1PH9dPj0YTED1PW0Qn1nQPH93nj93rjnvTHD1PjTkTHD1PjTkTHD_nHTKnkDQP1cYP1mLPjczP1EYTHEzTNujsRKjsN72izLMGO4hBstVlU8ml2lbOmBgl2AClpAdTHDKnEDKsHDKTHD3nW9znWnznHnYPjE3rjcYn1cKP9DKnED3ryubuWmOmiYdnvc3sHEYPWDVry7Bmid-ujEQPAu-ryP6nyEKnH9zrjczn1cQn1NQPWDdnW91n9DQrjc3nWc1nWD1PjmdrjcOn10LTEDQsjDkTEDKTiYKTEDKTH98nHnYsWbdsWczP9DkTHTKTHD_nHDKXLYKnHTkn1mKnHTknHmvPTDkPj-BnywhmiYvuymdsHEduAmVmhcYriYQuWw-P10dPWbLmhNKTHEKTEDkTHn_nHmdPakQnHE1P9DQTyOdUAkKnjn3rjK6uANduWFWrAnzmk&lego_tid=049b1dfa-6ef5-45df-bb49-1f4e775697be&psid=6fd4e1a5192a4d36b65a104de2c3b702
东荣翰林苑 精装大两房 舒适干净 电梯中层 拎包入住,4500,东荣翰林苑,整租,南北,有电梯,,2室1厅76.7平米,天河长兴 长兴路297-299号,https://gz.zu.anjuke.com/fangyuan/3690901653233679?isauction=2&shangquan_id=6379&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKnWD1n1NdnjTkPjNdP1NKTHnvrHTOnjDvPHnzn1nvP1bKnHcvnjTKnHcvnjTKnikQnTD1THDLnWELPW0YnWcLPjEKPjnKwbnVNDnVENGssXXMMSpcfzLG8OWCoJH-BFxCCpWGCUNKnEDQTEDVnEDKnH9zrjcdPjnznHDOPW0QPWT1n9DvTEDQTyw-n1nQmWTLsyN1rjNVPjEvnBdBnWEYsyw6mvRhmWbLnAPBu9DQrjc3nWNYn1cQnW0vPjTLrjDYTHD3nW9zPHE1nWD1njDdrjD3nWEKTHD_nHTKTEDKsEDKTEDKra3Qn1E8rHN8nWcvTHTKnTDKnikQnE7exEDQnjT1P9DQnjTQPWmYTHN1nHnvmyEQsH9LPjTVPjbLuiY3njNLsy7Wuj6-uWwBuymOnTDKPTDKTHTKnzkQPWNYsjm1P1bKnE78IyQ_THK6nyEQrHbkrH7hrAcvnhm&lego_tid=53136ad1-8740-497e-8057-acd8ef4bef90&psid=6fd4e1a5192a4d36b65a104de2c3b702
近3号线永泰地铁站，不走巷子采光充足精装修超大单间，民水民电,1600,福泰轩,整租,朝南,有电梯,3号线(北延段),1室1厅40平米,白云永泰 福泰东路1-1号,https://gz.zu.anjuke.com/fangyuan/3675190738771969?isauction=2&shangquan_id=6742&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKnHTknWmQPWckrHbkP19LTED1PW0dnHbkP1n3P10QrHmOTHDQnWb3THbknjTKnikQnTD1THDLnWELPW0YnWcLPjEKPjEKwbnVNDnVENGssXXMMSpcfzLG8OWCoJH-BFxCCpWGCUNKnEDQTEDVnEDKnH9zrjc3PHEdPH9knjNQPWmkrEDvTEDQTHI6njRBuWnvsHnQPWNVPjmduiYOnW93syPbP1DknyEzPWwWn9DQrjc3nW9dPjNdrj9knWTYnW9OTHD3nW9zrjNYPHN3PHbzPjTOPWDKTHD_nHTKTEDKsEDKTEDKra3Qn1E8rHN8nWcvTHTKnTDKnikQnE7exEDQnjT1P9DQnjTQPWmYTHDkmh7BnHmLsH9OPjcVPAw-PzYOPWn1sHDkmvNdPH0OmyRhP9DKPTDKTHTKnzkQPWNOsjmLPjcKnE78IyQ_THndP1Dzmhu6ryu6uj9Oujm&lego_tid=10bab167-8942-4de7-9633-10ce5579aef6&psid=6fd4e1a5192a4d36b65a104de2c3b702
近地铁 南村万博 员岗 配套齐全大阳台光线好 拎包入住,1000,万博纷享小镇,整租,南北,有电梯,7/18号线,1室0厅30平米,番禺南村镇 兴南大道366号,https://gz.zu.anjuke.com/fangyuan/3690550457475080?isauction=2&shangquan_id=16011&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKnHTzn1DdrHnznWnYnjNkTED1PWbkPHNkPjNLPj0dnj9kTHDYn1TkTHDQn1bOTHD_nHTKnkDQP1cYP1mLPjczP1EYTHEdTNujsRKjsN72izLMGO4hBstVlU8ml2lbOmBgl2AClpAdTHDKnEDKsHDKTHD3nW9zPjcdrHnzPj0YrjNOPHcKP9DKnE7-rHTvrHIhnzYzPWRBsHw6PhDVrANdmiYYPHw6P1bLm1RbPHNKnH9zrjcYnWNOn1n1PHN1P1mvPTDQrjc3nWEzPHb1n1TvnHmdnWEOTEDQsjDkTEDKTiYKTEDKTH98nHnYsWbdsWczP9DkTHTKTHD_nHDKXLYKnHTkn1mKnHTknHmvPTDknjc3nyu6PzdWn1PBsHEdPHmVmH6bPzY1nj0kPADYPHuhP1nKTHEKTEDkTHn_nHmvnBkQPWTQnEDQTyOdUAkKuHm3rHmLuh7-rH6WuAmzn9&lego_tid=00281fa7-c33b-4556-a8d7-30704a456f73&psid=6fd4e1a5192a4d36b65a104de2c3b702
近3号线永泰地铁站，简约风超大单间商圈配套设施齐全，方便停车,1520,永干村,整租,朝南,有电梯,3号线(北延段),1室1厅40平米,白云白云大道北 元下田三路,https://gz.zu.anjuke.com/fangyuan/3673013589925900?isauction=2&shangquan_id=11568&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKnHTknWmQPWckrHbkP19LTED1PW01njD1PH9OrHcdrHTkTHDkPjTkTH91njTKnikQnTD1THDLnWELPW0YnWcLPjEKPjmKwbnVNDnVENGssXXMMSpcfzLG8OWCoJH-BFxCCpWGCUNKnEDQTEDVnEDKnH9zrjc3PH01rH9YP1DvrjTkn9DvTEDQTycLnHIbuW--sHRWnHmVPAndPzdBPyR6sHNQPyDkPy76PvF6rEDQrjc3nW9dP1nOrHczPWmdPj0zTHD3nW9zrjNLn1b3P1mdPj9vnj9KTHD_nHTKTEDKsEDKTEDKra3Qn1E8rHN8nWcvTHTKnTDKnikQnE7exEDQnjT1P9DQnjTQPWmYTHFhP1DOnWmLsHnQuHnVPADQridBuHTOsH0QuWbzujNYPhuBPTDKPTDKTHTKnzkQPWNOsjDQPHm3THDKUMR_UTDYnHTdn1cvPWTOrHFBPHnv&lego_tid=2f719267-31e3-4a19-be09-71f92d546fb4&psid=6fd4e1a5192a4d36b65a104de2c3b702
广州租房六号线，21号线近科学城神州路，单间，一房两房不短租,1580,柯木塱塘石三街自建房,整租,朝南,有电梯,6号线,1室1厅42平米,天河柯木塱 柯木塱塘石三街二巷2号,https://gz.zu.anjuke.com/fangyuan/3658179373375490?isauction=2&shangquan_id=12993&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKrH0QP10kn1DOPjTvnHEKTHnvPH9QP1b1P1n1P1NYrHTKrHbknTDLrHTkTHD_nHTKnkDQP1cYP1mLPjczP1EYTHELTNujsRKjsN72izLMGO4hBstVlU8ml2lbOmBgl2AClpAdTHDKnEDKsHDKTHD3nW91nW0Onjmkn1mLPjTkrHmKP9DKnE7brANvPhcdPzdWPWRWsHEYmHDVmW0OPid-nHD1ujTLuj7WuynKnH9zrjnzP1bkPWDzrjbOrjEknEDQrjc3n1cLrHTvnHDznWmvnWE1TEDQsjDkTEDKTiYKTEDKTH98nHnYsWbdsWczP9DkTHTKTHD_nHDKXLYKnHTkn1mKnHTknHmvPT7WmvDLmy7-uaYknjTdsHEQPHnVmHmQraYzPWmLnWwbuj9dPjTKTHEKTEDkTHn_nHmdPakQnWbOnkDQTyOdUAkKPvcLPjwWP1mQP1bLPhFBu9&lego_tid=cca7aaed-0005-4153-a618-266724dd8540&psid=6fd4e1a5192a4d36b65a104de2c3b702
六运小区里！体育西站400M独门独卫可做饭一房一厅拎包入住,3600,天河南一路小区,整租,朝南,1/3/5/18号线/3号线(北延段)/APM线,,1室1厅40平米,天河体育中心 天河南一路,https://gz.zu.anjuke.com/fangyuan/3542149723825160?isauction=2&shangquan_id=5909&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3rARhmyn3miYLuh7WsHwbnvmVrH93uBYOnyPhPWubPjDYmyNKP1cYnHDLn1c1Pj0Qn1bKTHndPjcQPjbLnWn3nWNQPWTKnHELnjTKnHD3njTKnikQnTD1THDLnWELPW0YnWcLPjNKPj9KwbnVNDnVENGssXXMMSpcfzLG8OWCoJH-BFxCCpWGCUNKnEDQTEDVnEDKnH9zP10YrjTYP1EYP1DLPHDvrTDvTEDQTHIhuAckn1P-symQnycVPjuWmBd6PHN3syPbuhcOrjRhrju-mkDQrjcLP1E3njE3rjD3P1ckP1m3THD3nW0LPj9kPj9Lrjb1PWELn1mKTHD_nHTKTEDKsEDKTEDKra3Qn1E8rHN8nWcvTHTKnTDKnikQnE7exEDQnjT1P9DQnjTQPWmYTH9Ln1whrjFBsymYuHNVPj9Ymid6P1R-sHEdmyc3rHnLnW6hn9DKPTDKTHTKnzkQPWNYsjNOnjbKnE78IyQ_THnQnWN3nWb3PHTvrAmQP1m&lego_tid=8734f82b-f4e5-484a-a75e-45ab893728f2&psid=6fd4e1a5192a4d36b65a104de2c3b702
